Miss Tide UM B 2015																																																																																				
CLASES	LANCES																																																																																			
75	85																																																																																			
66	50	217	58	7	30	47	64	73	9	57	86	21	120	148	10	179	79	20	7	82	98	47	91	29	19	0	78	9	4	32	56	35	53	24	41	115	62	31	29	137	63	13	3	10	9	44	188	28	110	25	69	13	105	22	18	0	15	36	58	48	67	53	129	10	59	69	40	24	74	33	44	2	0	49	53	8	56	0	25	51	36	10	6	23
67	71	207	57	13	25	55	42	48	1	13	29	13	86	49	10	77	53	15	20	14	61	0	30	39	0	0	56	9	4	22	45	0	20	11	0	115	62	16	22	98	63	8	1	3	6	0	16	28	40	17	26	25	45	0	12	0	7	24	23	13	44	65	37	2	59	14	16	15	34	7	88	0	0	20	32	2	83	0	15	15	27	0	3	23
68	75	217	38	16	39	47	34	63	6	43	86	24	34	31	36	64	79	13	10	27	86	47	10	59	13	0	28	4	7	10	34	52	4	8	41	115	18	5	43	59	38	3	0	3	0	33	31	28	80	8	26	25	30	5	4	0	22	24	16	9	15	36	18	7	46	14	16	15	34	0	102	2	4	0	37	6	19	0	10	20	36	7	3	5
69	43	120	31	13	23	45	42	29	6	30	38	13	34	6	0	26	0	7	14	27	25	0	10	0	13	0	11	4	4	12	22	35	8	8	21	23	27	5	7	0	0	3	1	0	0	11	47	0	0	25	17	13	20	0	2	0	7	0	12	4	7	0	18	0	32	0	40	10	27	0	29	0	0	39	11	4	9	0	5	5	9	0	6	0
70	53	101	38	16	32	47	57	97	7	27	76	31	86	37	10	13	53	8	10	41	25	0	10	39	6	0	33	4	0	12	45	52	45	5	21	0	27	5	14	59	13	0	1	0	4	22	31	28	10	8	17	0	15	5	0	4	37	24	19	17	15	18	0	1	23	14	32	19	88	0	0	2	0	0	16	6	19	0	5	10	18	0	0	19
71	21	101	24	4	10	32	34	39	1	17	19	15	34	0	10	13	0	5	3	0	25	0	0	10	0	0	11	9	4	12	11	0	4	3	0	92	0	5	22	0	0	0	0	0	2	11	16	0	0	8	0	0	10	0	0	0	0	12	4	0	0	0	0	5	14	0	0	5	0	7	15	0	0	0	0	8	0	0	5	5	5	3	0	5
72	21	96	15	14	15	34	11	29	1	13	10	10	17	6	5	0	35	0	0	14	12	0	0	10	0	0	0	0	0	0	0	0	8	0	0	23	0	3	0	0	13	0	0	0	0	0	0	0	10	4	0	0	5	0	0	0	0	0	0	0	7	0	0	1	9	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0
73	7	63	10	7	15	28	8	15	0	10	19	3	0	0	0	0	9	0	0	14	0	0	0	0	0	0	6	0	0	2	0	0	4	0	0	23	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	13	10	0	0	0	0	0	0	4	0	0	0	0	9	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
74	7	43	12	10	10	30	15	29	3	10	19	6	0	6	5	0	9	0	0	0	0	0	10	0	6	0	6	0	0	2	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	4	48	7	2	1	26	8	15	4	7	0	0	0	0	21	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
