Atlantic Surf III UM B 2016																																																																																							
CLASES	LANCES																																																																																						
75	88																																																																																						
69	55	59	20	3	2	0	61	35	18	15	26	0	34	28	77	1	6	64	25	24	33	36	12	0	8	9	16	17	16	16	9	5	0	1	37	4	0	11	15	3	3	8	13	79	19	10	61	15	97	54	18	33	0	9	0	12	0	11	62	13	27	40	49	11	17	17	12	23	25	0	0	0	0	18	8	0	32	0	24	10	19	0	0	0	0	0	0
70	43	101	11	2	16	1	59	53	38	26	48	0	27	45	132	4	3	48	25	12	33	72	6	3	4	0	8	13	8	10	10	4	2	1	45	0	0	7	0	1	9	8	0	13	19	7	85	15	97	0	35	33	0	0	6	0	0	0	31	13	37	17	0	14	67	51	12	15	6	0	0	0	0	18	33	8	13	3	33	7	38	0	0	0	0	0	1
71	49	71	27	3	9	0	15	5	14	8	17	0	20	23	33	3	2	0	0	12	0	6	6	0	0	0	0	8	23	10	3	3	0	2	7	0	0	0	0	0	0	0	13	7	0	5	12	0	24	13	53	16	0	9	7	0	10	0	0	4	3	11	0	5	84	34	5	15	0	0	0	0	0	0	16	2	32	0	8	0	19	0	1	8	0	7	0
72	61	83	15	1	3	0	43	8	14	4	13	1	0	17	22	1	2	8	0	0	0	48	6	3	4	9	0	3	0	10	0	2	2	0	15	0	0	11	0	0	0	0	9	7	0	7	37	15	0	13	18	0	0	0	0	0	0	4	0	0	3	11	0	3	0	0	5	4	6	0	0	0	0	0	8	0	6	0	0	0	13	0	0	0	0	0	0
73	37	39	11	1	4	0	33	0	4	2	4	0	20	23	0	2	1	16	25	0	0	6	0	0	0	0	0	3	0	5	0	0	0	0	7	0	0	0	0	0	0	0	4	7	13	0	0	0	24	0	0	0	0	0	3	0	0	0	0	4	3	17	0	0	0	0	7	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
74	25	27	6	1	6	0	8	8	6	2	4	1	0	6	0	2	1	16	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0
75	34	3	3	5	4	0	8	0	8	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0
76	31	21	8	1	6	0	3	3	4	2	0	0	0	0	0	1	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	28	6	0	1	1	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	15	3	0	1	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	3	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
